Year;Lag1;Lag2;Lag3;Lag4;Lag5;Volume;Today;Direction
2004,00;0.715;-0.431;0.046;0.342;0.904;0.983;-0.007;Down
2004,00;-0.007;0.715;-0.431;0.046;0.342;0.9259;0.008;Up
2004,00;0.008;-0.007;0.715;-0.431;0.046;0.8298;-0.134;Down
2005,00;-0.134;0.008;-0.007;0.715;-0.431;0.7869;-0.812;Down
2005,00;-0.812;-0.134;0.008;-0.007;0.715;15108,00;-1167,00;Down
2005,00;-1167,00;-0.812;-0.134;0.008;-0.007;1721,00;-0.363;Down
2005,00;-0.363;-1167,00;-0.812;-0.134;0.008;17389,00;0.351;Up
2005,00;0.351;-0.363;-1167,00;-0.812;-0.134;15691,00;-0.143;Down
2005,00;-0.143;0.351;-0.363;-1167,00;-0.812;14779,00;0.342;Up
2005,00;0.342;-0.143;0.351;-0.363;-1167,00;14904,00;-0.61;Down
2005,00;-0.61;0.342;-0.143;0.351;-0.363;14888,00;0.398;Up
2005,00;0.398;-0.61;0.342;-0.143;0.351;15621,00;-0.863;Down
2005,00;-0.863;0.398;-0.61;0.342;-0.143;15103,00;0.6;Up
2005,00;0.6;-0.863;0.398;-0.61;0.342;13354,00;0.967;Up
2005,00;0.967;0.6;-0.863;0.398;-0.61;15968,00;-0.949;Down
2005,00;-0.949;0.967;0.6;-0.863;0.398;14987,00;-0.778;Down
2005,00;-0.778;-0.949;0.967;0.6;-0.863;1692,00;-0.641;Down
2005,00;-0.641;-0.778;-0.949;0.967;0.6;16435,00;-0.353;Down
2005,00;-0.353;-0.641;-0.778;-0.949;0.967;14946,00;0.4;Up
2005,00;0.4;-0.353;-0.641;-0.778;-0.949;16104,00;0.484;Up
2005,00;0.484;0.4;-0.353;-0.641;-0.778;16359,00;0.041;Up
2005,00;0.041;0.484;0.4;-0.353;-0.641;16006,00;-0.272;Down
2005,00;-0.272;0.041;0.484;0.4;-0.353;16418,00;0.846;Up
2005,00;0.846;-0.272;0.041;0.484;0.4;16798,00;0.689;Up
2005,00;0.689;0.846;-0.272;0.041;0.484;168198,00;0.318;Up
2005,00;0.318;0.689;0.846;-0.272;0.041;156174,00;-0.277;Down
2005,00;-0.277;0.318;0.689;0.846;-0.272;155446,00;1104,00;Up
2005,00;1104,00;-0.277;0.318;0.689;0.846;164816,00;-0.109;Down
2005,00;-0.109;1104,00;-0.277;0.318;0.689;134727,00;0.048;Up
2005,00;0.048;-0.109;1104,00;-0.277;0.318;141617,00;-0.858;Down
2005,00;-0.858;0.048;-0.109;1104,00;-0.277;151104,00;0.421;Up
2005,00;0.421;-0.858;0.048;-0.109;1104,00;149167,00;0.693;Up
2005,00;0.693;0.421;-0.858;0.048;-0.109;15623,00;0.07;Up
2005,00;0.07;0.693;0.421;-0.858;0.048;129018,00;0.33;Up
2005,00;0.33;0.07;0.693;0.421;-0.858;152708,00;0.018;Up
2005,00;0.018;0.33;0.07;0.693;0.421;14901,00;-0.792;Down
2005,00;-0.792;0.018;0.33;0.07;0.693;158012,00;0.07;Up
2005,00;0.07;-0.792;0.018;0.33;0.07;15512,00;-1451,00;Down
2005,00;-1451,00;0.07;-0.792;0.018;0.33;174494,00;0.561;Up
2005,00;0.561;-1451,00;0.07;-0.792;0.018;150109,00;0.789;Up
2005,00;0.789;0.561;-1451,00;0.07;-0.792;151875,00;0.931;Up
2005,00;0.931;0.789;0.561;-1451,00;0.07;152368,00;-0.641;Down
2005,00;-0.641;0.931;0.789;0.561;-1451,00;179548,00;0.566;Up
2005,00;0.566;-0.641;0.931;0.789;0.561;170806,00;-0.027;Down
2005,00;-0.027;0.566;-0.641;0.931;0.789;156854,00;0.032;Up
2005,00;0.032;-0.027;0.566;-0.641;0.931;161624,00;0.962;Up
2005,00;0.962;0.032;-0.027;0.566;-0.641;163682,00;0.261;Up
2005,00;0.261;0.962;0.032;-0.027;0.566;148883,00;-0.48;Down
2005,00;-0.48;0.261;0.962;0.032;-0.027;152309,00;-1019,00;Down
2005,00;-1019,00;-0.48;0.261;0.962;0.032;170497,00;0.186;Up
2005,00;0.186;-1019,00;-0.48;0.261;0.962;160402,00;-0.758;Down
2005,00;-0.758;0.186;-1019,00;-0.48;0.261;144982,00;0.562;Up
2005,00;0.562;-0.758;0.186;-1019,00;-0.48;143743,00;-0.752;Down
2005,00;-0.752;0.562;-0.758;0.186;-1019,00;151353,00;-0.808;Down
2005,00;-0.808;-0.752;0.562;-0.758;0.186;165319,00;0.18;Up
2005,00;0.18;-0.808;-0.752;0.562;-0.758;158193,00;-0.047;Down
2005,00;-0.047;0.18;-0.808;-0.752;0.562;234437,00;-0.493;Down
2005,00;-0.493;-0.047;0.18;-0.808;-0.752;181944,00;-1.02;Down
2005,00;-1.02;-0.493;-0.047;0.18;-0.808;211447,00;0.07;Up
2005,00;0.07;-1.02;-0.493;-0.047;0.18;224687,00;-0.095;Down
2005,00;-0.095;0.07;-1.02;-0.493;-0.047;172172,00;0.244;Up
2005,00;0.244;-0.095;0.07;-1.02;-0.493;174622,00;-0.76;Down
2005,00;-0.76;0.244;-0.095;0.07;-1.02;222325,00;1377,00;Up
2005,00;1377,00;-0.76;0.244;-0.095;0.07;209711,00;-0.069;Down
2005,00;-0.069;1377,00;-0.76;0.244;-0.095;221423,00;-0.65;Down
2005,00;-0.65;-0.069;1377,00;-0.76;0.244;216869,00;0.273;Up
2005,00;0.273;-0.65;-0.069;1377,00;-0.76;207977,00;0.448;Up
2005,00;0.448;0.273;-0.65;-0.069;1377,00;18708,00;0.227;Up
2005,00;0.227;0.448;0.273;-0.65;-0.069;17974,00;0.597;Up
2005,00;0.597;0.227;0.448;0.273;-0.65;190062,00;-0.834;Down
2005,00;-0.834;0.597;0.227;0.448;0.273;166133,00;0.001;Up
2005,00;0.001;-0.834;0.597;0.227;0.448;152531,00;0.555;Up
2005,00;0.555;0.001;-0.834;0.597;0.227;197983,00;-1176,00;Down
2005,00;-1176,00;0.555;0.001;-0.834;0.597;204974,00;-1,00;Down
2005,00;-1,00;-1176,00;0.555;0.001;-0.834;235504,00;-1672,00;Down
2005,00;-1672,00;-1,00;-1176,00;0.555;0.001;268996,00;0.294;Up
2005,00;0.294;-1672,00;-1,00;-1176,00;0.555;218067,00;0.593;Up
2005,00;0.593;0.294;-1672,00;-1,00;-1176,00;21427,00;-1325,00;Down
2005,00;-1325,00;0.593;0.294;-1672,00;-1,00;221705,00;1974,00;Up
2005,00;1974,00;-1325,00;0.593;0.294;-1672,00;230856,00;-0.675;Down
2005,00;-0.675;1974,00;-1325,00;0.593;0.294;204588,00;0.866;Up
2005,00;0.866;-0.675;1974,00;-1325,00;0.593;179503,00;-0.884;Down
2005,00;-0.884;0.866;-0.675;1974,00;-1325,00;195974,00;0.395;Up
2005,00;0.395;-0.884;0.866;-0.675;1974,00;215152,00;-1138,00;Down
2005,00;-1138,00;0.395;-0.884;0.866;-0.675;218227,00;1192,00;Up
2005,00;1192,00;-1138,00;0.395;-0.884;0.866;236236,00;0.459;Up
2005,00;0.459;1192,00;-1138,00;0.395;-0.884;198004,00;-0.085;Down
2005,00;-0.085;0.459;1192,00;-1138,00;0.395;216702,00;1247,00;Up
2005,00;1247,00;-0.085;0.459;1192,00;-1138,00;230648,00;-0.257;Down
2005,00;-0.257;1247,00;-0.085;0.459;1192,00;19971,00;-0.109;Down
2005,00;-0.109;-0.257;1247,00;-0.085;0.459;17072,00;0.639;Up
2005,00;0.639;-0.109;-0.257;1247,00;-0.085;185702,00;-1071,00;Down
2005,00;-1071,00;0.639;-0.109;-0.257;1247,00;188966,00;0.419;Up
2005,00;0.419;-1071,00;0.639;-0.109;-0.257;183497,00;-1003,00;Down
2005,00;-1003,00;0.419;-1071,00;0.639;-0.109;199529,00;-0.458;Down
2005,00;-0.458;-1003,00;0.419;-1071,00;0.639;218859,00;1009,00;Up
2005,00;1009,00;-0.458;-1003,00;0.419;-1071,00;185686,00;0.696;Up
2005,00;0.696;1009,00;-0.458;-1003,00;0.419;188726,00;1002,00;Up
2005,00;1002,00;0.696;1009,00;-0.458;-1003,00;226632,00;0.466;Up
2005,00;0.466;1002,00;0.696;1009,00;-0.458;177586,00;-0.151;Down
2005,00;-0.151;0.466;1002,00;0.696;1009,00;163175,00;0.385;Up
2005,00;0.385;-0.151;0.466;1002,00;0.696;168117,00;0.018;Up
2005,00;0.018;0.385;-0.151;0.466;1002,00;1681,00;-0.34;Down
2005,00;-0.34;0.018;0.385;-0.151;0.466;174218,00;0.639;Up
2005,00;0.639;-0.34;0.018;0.385;-0.151;165411,00;0.097;Up
2005,00;0.097;0.639;-0.34;0.018;0.385;138143,00;-0.607;Down
2005,00;-0.607;0.097;0.639;-0.34;0.018;184068,00;0.9;Up
2005,00;0.9;-0.607;0.097;0.639;-0.34;18101,00;0.172;Up
2005,00;0.172;0.9;-0.607;0.097;0.639;181379,00;-0.687;Down
2005,00;-0.687;0.172;0.9;-0.607;0.097;162752,00;0.125;Up
2005,00;0.125;-0.687;0.172;0.9;-0.607;154712,00;-0.021;Down
2005,00;-0.021;0.125;-0.687;0.172;0.9;185137,00;-0.216;Down
2005,00;-0.216;-0.021;0.125;-0.687;0.172;171549,00;0.524;Up
2005,00;0.524;-0.216;-0.021;0.125;-0.687;182412,00;-0.235;Down
2005,00;-0.235;0.524;-0.216;-0.021;0.125;166418,00;0.226;Up
2005,00;0.226;-0.235;0.524;-0.216;-0.021;166135,00;0.257;Up
2005,00;0.257;0.226;-0.235;0.524;-0.216;169815,00;0.222;Up
2005,00;0.222;0.257;0.226;-0.235;0.524;184044,00;0.363;Up
2005,00;0.363;0.222;0.257;0.226;-0.235;177604,00;0.495;Up
2005,00;0.495;0.363;0.222;0.257;0.226;240737,00;-0.071;Down
2005,00;-0.071;0.495;0.363;0.222;0.257;171453,00;-0.205;Down
2005,00;-0.205;-0.071;0.495;0.363;0.222;17207,00;0.022;Up
2005,00;0.022;-0.205;-0.071;0.495;0.363;182325,00;-1083,00;Down
2005,00;-1083,00;0.022;-0.205;-0.071;0.495;202992,00;-0.763;Down
2005,00;-0.763;-1083,00;0.022;-0.205;-0.071;24188,00;-0.074;Down
2005,00;-0.074;-0.763;-1083,00;0.022;-0.205;173862,00;0.914;Up
2005,00;0.914;-0.074;-0.763;-1083,00;0.022;177241,00;-0.143;Down
2005,00;-0.143;0.914;-0.074;-0.763;-1083,00;176928,00;-0.71;Down
2005,00;-0.71;-0.143;0.914;-0.074;-0.763;210949,00;0.261;Up
2005,00;0.261;-0.71;-0.143;0.914;-0.074;159382,00;0.883;Up
2005,00;0.883;0.261;-0.71;-0.143;0.914;180582,00;-0.834;Down
2005,00;-0.834;0.883;0.261;-0.71;-0.143;188347,00;0.245;Up
2005,00;0.245;-0.834;0.883;0.261;-0.71;195244,00;1168,00;Up
2005,00;1168,00;0.245;-0.834;0.883;0.261;190081,00;0.625;Up
2005,00;0.625;1168,00;0.245;-0.834;0.883;18463,00;0.227;Up
2005,00;0.227;0.625;1168,00;0.245;-0.834;193201,00;0.088;Up
2005,00;0.088;0.227;0.625;1168,00;0.245;18125,00;0.262;Up
2005,00;0.262;0.088;0.227;0.625;1168,00;204871,00;0.116;Up
2005,00;0.116;0.262;0.088;0.227;0.625;17164,00;-0.553;Down
2005,00;-0.553;0.116;0.262;0.088;0.227;15821,00;0.673;Up
2005,00;0.673;-0.553;0.116;0.262;0.088;204128,00;0.476;Up
2005,00;0.476;0.673;-0.553;0.116;0.262;206334,00;-0.661;Down
2005,00;-0.661;0.476;0.673;-0.553;0.116;212984,00;0.541;Up
2005,00;0.541;-0.661;0.476;0.673;-0.553;176699,00;-0.377;Down
2005,00;-0.377;0.541;-0.661;0.476;0.673;171758,00;0.173;Up
2005,00;0.173;-0.377;0.541;-0.661;0.476;193418,00;0.457;Up
2005,00;0.457;0.173;-0.377;0.541;-0.661;19458,00;0.56;Up
2005,00;0.56;0.457;0.173;-0.377;0.541;200168,00;-0.767;Down
2005,00;-0.767;0.56;0.457;0.173;-0.377;17896,00;0.095;Up
2005,00;0.095;-0.767;0.56;0.457;0.173;171687,00;0.71;Up
2005,00;0.71;0.095;-0.767;0.56;0.457;204312,00;0.074;Up
2005,00;0.074;0.71;0.095;-0.767;0.56;199998,00;-0.737;Down
2005,00;-0.737;0.074;0.71;0.095;-0.767;198122,00;-0.764;Down
2005,00;-0.764;-0.737;0.074;0.71;0.095;193028,00;-0.268;Down
2005,00;-0.268;-0.764;-0.737;0.074;0.71;180414,00;0.674;Up
2005,00;0.674;-0.268;-0.764;-0.737;0.074;189752,00;-0.183;Down
2005,00;-0.183;0.674;-0.268;-0.764;-0.737;217232,00;0.706;Up
2005,00;0.706;-0.183;0.674;-0.268;-0.764;194156,00;-0.599;Down
2005,00;-0.599;0.706;-0.183;0.674;-0.268;17093,00;0.283;Up
2005,00;0.283;-0.599;0.706;-0.183;0.674;156288,00;-1178,00;Down
2005,00;-1178,00;0.283;-0.599;0.706;-0.183;182041,00;0.074;Up
2005,00;0.074;-1178,00;0.283;-0.599;0.706;185915,00;-0.1;Down
2005,00;-0.1;0.074;-1178,00;0.283;-0.599;180817,00;0.057;Up
2005,00;0.057;-0.1;0.074;-1178,00;0.283;155879,00;0.166;Up
2005,00;0.166;0.057;-0.1;0.074;-1178,00;162133,00;-0.339;Down
2005,00;-0.339;0.166;0.057;-0.1;0.074;167862,00;-0.657;Down
2005,00;-0.657;-0.339;0.166;0.057;-0.1;19308,00;0.23;Up
2005,00;0.23;-0.657;-0.339;0.166;0.057;157111,00;-0.6;Down
2005,00;-0.6;0.23;-0.657;-0.339;0.166;154109,00;0.596;Up
2005,00;0.596;-0.6;0.23;-0.657;-0.339;159945,00;-0.319;Down
2005,00;-0.319;0.596;-0.6;0.23;-0.657;191647,00;0.986;Up
2005,00;0.986;-0.319;0.596;-0.6;0.23;236551,00;0.103;Up
2005,00;0.103;0.986;-0.319;0.596;-0.6;222986,00;-0.292;Down
2005,00;-0.292;0.103;0.986;-0.319;0.596;164016,00;1262,00;Up
2005,00;1262,00;-0.292;0.103;0.986;-0.319;193209,00;0.241;Up
2005,00;0.241;1262,00;-0.292;0.103;0.986;20677,00;-0.379;Down
2005,00;-0.379;0.241;1262,00;-0.292;0.103;195538,00;0.796;Up
2005,00;0.796;-0.379;0.241;1262,00;-0.292;199256,00;-0.074;Down
2005,00;-0.074;0.796;-0.379;0.241;1262,00;193805,00;-0.754;Down
2005,00;-0.754;-0.074;0.796;-0.379;0.241;208236,00;-0.328;Down
2005,00;-0.328;-0.754;-0.074;0.796;-0.379;198675,00;0.046;Up
2005,00;0.046;-0.328;-0.754;-0.074;0.796;207934,00;0.829;Up
2005,00;0.829;0.046;-0.328;-0.754;-0.074;315247,00;-0.557;Down
2005,00;-0.557;0.829;0.046;-0.328;-0.754;207654,00;-0.786;Down
2005,00;-0.786;-0.557;0.829;0.046;-0.328;231925,00;-0.912;Down
2005,00;-0.912;-0.786;-0.557;0.829;0.046;254815,00;0.365;Up
2005,00;0.365;-0.912;-0.786;-0.557;0.829;242472,00;0.055;Up
2005,00;0.055;0.365;-0.912;-0.786;-0.557;197302,00;0.028;Up
2005,00;0.028;0.055;0.365;-0.912;-0.786;202222,00;0.002;Up
2005,00;0.002;0.028;0.055;0.365;-0.912;197627,00;0.101;Up
2005,00;0.101;0.002;0.028;0.055;0.365;210698,00;0.887;Up
2005,00;0.887;0.101;0.002;0.028;0.055;217612,00;0.092;Up
2005,00;0.092;0.887;0.101;0.002;0.028;209752,00;-0.172;Down
2005,00;-0.172;0.092;0.887;0.101;0.002;209749,00;-0.997;Down
2005,00;-0.997;-0.172;0.092;0.887;0.101;234142,00;-1489,00;Down
2005,00;-1489,00;-0.997;-0.172;0.092;0.887;254678,00;-0.41;Down
2005,00;-0.41;-1489,00;-0.997;-0.172;0.092;279203,00;0.37;Up
2005,00;0.37;-0.41;-1489,00;-0.997;-0.172;212608,00;-0.717;Down
2005,00;-0.717;0.37;-0.41;-1489,00;-0.997;219599,00;-0.207;Down
2005,00;-0.207;-0.717;0.37;-0.41;-1489,00;229904,00;-0.607;Down
2005,00;-0.607;-0.207;-0.717;0.37;-0.41;249128,00;-0.071;Down
2005,00;-0.071;-0.607;-0.207;-0.717;0.37;235115,00;0.827;Up
2005,00;0.827;-0.071;-0.607;-0.207;-0.717;218894,00;0.297;Up
2005,00;0.297;0.827;-0.071;-0.607;-0.207;205457,00;-1005,00;Down
2005,00;-1005,00;0.297;0.827;-0.071;-0.607;219701,00;1496,00;Up
2005,00;1496,00;-1005,00;0.297;0.827;-0.071;270359,00;-1502,00;Down
2005,00;-1502,00;1496,00;-1005,00;0.297;0.827;261725,00;0.152;Up
2005,00;0.152;-1502,00;1496,00;-1005,00;0.297;247092,00;1678,00;Up
2005,00;1678,00;0.152;-1502,00;1496,00;-1005,00;219779,00;-0.237;Down
2005,00;-0.237;1678,00;0.152;-1502,00;1496,00;231247,00;-0.431;Down
2005,00;-0.431;-0.237;1678,00;0.152;-1502,00;246775,00;-1048,00;Down
2005,00;-1048,00;-0.431;-0.237;1678,00;0.152;239537,00;1655,00;Up
2005,00;1655,00;-1048,00;-0.431;-0.237;1678,00;23794,00;0.718;Up
2005,00;0.718;1655,00;-1048,00;-0.431;-0.237;256747,00;-0.352;Down
2005,00;-0.352;0.718;1655,00;-1048,00;-0.431;245785,00;0.998;Up
2005,00;0.998;-0.352;0.718;1655,00;-1048,00;264809,00;0.426;Up
2005,00;0.426;0.998;-0.352;0.718;1655,00;271663,00;0.016;Up
2005,00;0.016;0.426;0.998;-0.352;0.718;205051,00;0.219;Up
2005,00;0.219;0.016;0.426;0.998;-0.352;198758,00;-0.345;Down
2005,00;-0.345;0.219;0.016;0.426;0.998;196505,00;0.169;Up
2005,00;0.169;-0.345;0.219;0.016;0.426;221446,00;0.845;Up
2005,00;0.845;0.169;-0.345;0.219;0.016;237846,00;0.305;Up
2005,00;0.305;0.845;0.169;-0.345;0.219;177314,00;-0.078;Down
2005,00;-0.078;0.305;0.845;0.169;-0.345;189978,00;-0.385;Down
2005,00;-0.385;-0.078;0.305;0.845;0.169;235937,00;0.179;Up
2005,00;0.179;-0.385;-0.078;0.305;0.845;212158,00;0.941;Up
2005,00;0.941;0.179;-0.385;-0.078;0.305;229804,00;0.44;Up
2005,00;0.44;0.941;0.179;-0.385;-0.078;245329,00;0.527;Up
2005,00;0.527;0.44;0.941;0.179;-0.385;211735,00;0.508;Up
2005,00;0.508;0.527;0.44;0.941;0.179;229142,00;0.347;Up
2005,00;0.347;0.508;0.527;0.44;0.941;19854,00;0.209;Up
2005,00;0.209;0.347;0.508;0.527;0.44;0.72494;-0.851;Down
2005,00;-0.851;0.209;0.347;0.508;0.527;20169,00;0.002;Up
2005,00;0.002;-0.851;0.209;0.347;0.508;226834,00;-0.636;Down
2005,00;-0.636;0.002;-0.851;0.209;0.347;237469,00;1216,00;Up
2005,00;1216,00;-0.636;0.002;-0.851;0.209;261483,00;0.032;Up
2005,00;0.032;1216,00;-0.636;0.002;-0.851;212558,00;-0.236;Down
2005,00;-0.236;0.032;1216,00;-0.636;0.002;232584,00;0.128;Up
2005,00;0.128;-0.236;0.032;1216,00;-0.636;211074,00;-0.501;Down
2005,00;-0.501;0.128;-0.236;0.032;1216,00;209383,00;-0.122;Down
2005,00;-0.122;-0.501;0.128;-0.236;0.032;21783,00;0.281;Up
2005,00;0.281;-0.122;-0.501;0.128;-0.236;189629,00;0.084;Up
2005,00;0.084;0.281;-0.122;-0.501;0.128;187655,00;0.555;Up
2005,00;0.555;0.084;0.281;-0.122;-0.501;239002,00;0.419;Up
2005,00;0.419;0.555;0.084;0.281;-0.122;214552,00;-0.141;Down
2005,00;-0.141;0.419;0.555;0.084;0.281;218059,00;-0.285;Down
2005,00;-0.285;-0.141;0.419;0.555;0.084;258419,00;-0.584;Down
2005,00;-0.584;-0.285;-0.141;0.419;0.555;220881,00;-0.024;Down
2005,00;-0.024;-0.584;-0.285;-0.141;0.419;199669,00;0.252;Up
2005,00;0.252;-0.024;-0.584;-0.285;-0.141;206517,00;0.422;Up
2005,00;0.422;0.252;-0.024;-0.584;-0.285;18885,00;0.043;Up
2005,00;0.043;0.422;0.252;-0.024;-0.584;128581,00;-0.955;Down
2005,00;-0.955;0.043;0.422;0.252;-0.024;154047,00;0.13;Up
2005,00;0.13;-0.955;0.043;0.422;0.252;142236,00;-0.298;Down
2005,00;-0.298;0.13;-0.955;0.043;0.422;138254,00;-0.489;Down
